id,heya,birthDate,shusshin,debut,height,weight,currentRank
2651,Kasugano,1943-06-15T00:00:00Z,"Kumamoto-ken, Ushibuka-shi",196205,173.0,90.0,
4906,Takasago,1972-08-30T00:00:00Z,"Nagano-ken, Iida-shi",198803,176.0,110.5,
6320,Oshima,1967-09-13T00:00:00Z,"Hyogo-ken, Nishinomiya-shi",198303,174.5,115.0,
1512,Kasugano,0001-01-01T00:00:00Z,Saitama-ken - Kumamoto-ken,195509,,,
2461,Dewanoumi,1944-05-22T00:00:00Z,"Hokkaido, Abuta-gun, Rusutsu-mura",196005,175.0,97.0,
6319,Kasugano,1965-10-28T00:00:00Z,"Kagoshima-ken, Kanoya-shi",198403,188.5,106.5,
1340,Hanakago,1925-10-21T00:00:00Z,"Akita-ken, Noshiro-shi",194711,171.0,99.0,
2136,Hanakago,1953-03-27T00:00:00Z,"Iwate-ken, Hanamaki-shi",197103,177.0,82.0,
7680,Kasugano,1937-11-30T00:00:00Z,"Hokkaido, Ishikari-gun, Ishikari-cho",195709,,,
3899,Hanakago,1979-07-04T00:00:00Z,"Kanagawa-ken, Yokohama-shi",199503,183.0,117.0,
3757,Onomatsu,1986-01-26T00:00:00Z,"Hyogo-ken, Ako-gun, Kamigori-cho",200103,174.6,113.7,
7471,-,0001-01-01T00:00:00Z,-,195303,,,
4929,Dewanoumi,1978-01-05T00:00:00Z,"Ibaraki-ken, Sashima-gun, Sanwa-machi",199303,176.0,109.5,
7399,-,0001-01-01T00:00:00Z,-,195109,,,
4797,Arashio,1983-10-26T00:00:00Z,"Niigata-ken, Kashiwazaki-shi",200205,175.0,84.0,
3521,Ajigawa,1981-10-09T00:00:00Z,"Hyogo-ken, Nishinomiya-shi",199911,191.5,126.0,
2183,Izutsu,1956-05-23T00:00:00Z,"Kagoshima-ken, Kimotsuki-gun, Kushira-cho",197009,172.0,80.0,
4266,Onomatsu,1988-10-15T00:00:00Z,"Aichi-ken, Toyota-shi",200403,172.0,142.6,
2817,Sadogatake,1948-08-05T00:00:00Z,"Osaka-fu, Yao-shi",196601,180.0,80.0,
4490,Chiganoura,1984-03-16T00:00:00Z,"Aichi-ken, Okazaki-shi",200611,189.5,132.2,
1993,Kagamiyama,1953-06-14T00:00:00Z,"Hokkaido, Kasai-gun, Memuro-cho",197005,170.0,100.0,
3803,Musashigawa,1983-06-02T00:00:00Z,Tonga,200103,185.0,127.7,
8221,Dewanoumi,1937-09-11T00:00:00Z,"Kumamoto-ken, Hondo-shi",195805,,,
7606,-,0001-01-01T00:00:00Z,-,195401,,,
949,Miyagino,1957-04-05T00:00:00Z,"Hokkaido, Hakodate-shi",197303,181.5,143.0,
4030,Hanakago,1977-09-26T00:00:00Z,"Nagano-ken, Nagano-shi",199509,184.0,105.0,
631,Irumagawa,1997-07-28T00:00:00Z,"Shizuoka-ken, Fujinomiya-shi",201601,174.0,150.0,
6514,Sadogatake,1972-06-14T00:00:00Z,"Okinawa-ken, Okinawa-shi",198805,179.0,81.0,
5636,Asahiyama,1965-03-13T00:00:00Z,"Tochigi-ken, Ashikaga-shi",198111,183.0,134.5,
5079,Kasugano,1962-05-22T00:00:00Z,"Wakayama-ken, Kaiso-gun, Shimotsu-cho",198503,190.0,134.0,
1559,Isegahama,1962-06-01T00:00:00Z,"Shizuoka-ken, Shizuoka-shi",197803,172.6,125.0,
8206,-,0001-01-01T00:00:00Z,-,196403,,,
7578,-,0001-01-01T00:00:00Z,-,195705,,,
7157,Tatsunami,0001-01-01T00:00:00Z,-,198503,,,
4595,Naruto,1986-01-28T00:00:00Z,"Hyogo-ken, Sumoto-shi",200403,172.0,99.8,
876,Hanakago,1958-02-27T00:00:00Z,"Osaka-fu, Osaka-shi, Ikuno-ku",197409,178.0,117.0,
5258,Kasugayama,1983-03-25T00:00:00Z,"Kanagawa-ken, Kawasaki-shi, Kawasaki-ku",199803,174.0,100.0,
1632,Isegahama,1955-09-22T00:00:00Z,"Hokkaido, Kameda-gun, Toi-cho",197103,174.0,100.0,
1753,Oshiogawa,1954-05-25T00:00:00Z,"Tokyo-to, Arakawa-ku",196909,180.0,103.0,
2071,Magaki,1949-05-15T00:00:00Z,"Tokyo-to, Itabashi-ku",196605,173.0,125.0,
3547,Tatsunami,1974-05-01T00:00:00Z,"Chiba-ken, Noda-shi",199003,188.0,150.0,
8516,-,0001-01-01T00:00:00Z,-,196307,,,
7924,Futagoyama,1950-03-10T00:00:00Z,"Kagoshima-ken, Kushikino-shi",196901,174.0,93.0,
6176,Hanaregoma,1977-03-30T00:00:00Z,"Chiba-ken, Kisarazu-shi",199203,173.0,110.0,
7962,-,0001-01-01T00:00:00Z,-,196901,,,
4957,Kokonoe,1976-05-09T00:00:00Z,"Saitama-ken, Urawa-shi",199503,176.0,164.0,
1922,Kagamiyama,1957-10-12T00:00:00Z,"Hyogo-ken, Kakogawa-shi",197511,173.0,108.0,
8178,Kataonami,1944-12-12T00:00:00Z,"Oita-ken, Oita-shi",196101,,,
2931,Kokonoe,1949-05-21T00:00:00Z,"Osaka-fu, Osaka-shi, Higashisumiyoshi-ku",196703,176.5,91.0,
5659,Sadogatake,1971-05-25T00:00:00Z,"Hiroshima-ken, Hiroshima-shi, Naka-ku",199205,186.0,112.0,
4507,Nakamura,1991-04-24T00:00:00Z,"Aichi-ken, Aisai-shi",200703,173.0,88.5,
4635,Takashima,1979-03-26T00:00:00Z,"Shizuoka-ken, Shizuoka-shi",199801,186.0,129.0,
6041,Sadogatake,1976-09-12T00:00:00Z,"Yamagata-ken, Yamagata-shi",199401,172.0,115.0,
5934,Sadogatake,1978-05-13T00:00:00Z,"Aichi-ken, Nagoya-shi",199403,177.5,107.5,
7806,-,0001-01-01T00:00:00Z,-,195709,,,
2266,Nishonoseki,1952-11-20T00:00:00Z,"Ibaraki-ken, Nishiibaraki-gun, Iwama-machi",196905,172.0,76.0,
2316,Nishonoseki,1953-10-20T00:00:00Z,"Chiba-ken, Chiba-shi",197009,176.5,107.0,
1955,Tokitsukaze,1944-05-05T00:00:00Z,"Ishikawa-ken, Nanao-shi",195909,178.0,120.0,
1827,Sadogatake,1957-12-01T00:00:00Z,"Miyazaki-ken, Kobayashi-shi",197501,172.0,83.0,
3031,Tokitsukaze,0001-01-01T00:00:00Z,Kumamoto-ken,195601,,,
7580,-,0001-01-01T00:00:00Z,-,195501,,,
584,Musashigawa,1998-07-28T00:00:00Z,"Tokyo-to, Edogawa-ku",201405,175.0,75.0,Jonidan 31 West
4926,Michinoku,1968-06-01T00:00:00Z,"Argentina, Buenos Aires",198805,190.0,167.0,
7279,Futagoyama,1964-02-27T00:00:00Z,"Chiba-ken, Chiba-shi",198005,173.8,112.0,
7247,Mihogaseki,0001-01-01T00:00:00Z,"Fukuoka-ken, Kitakyushu-shi",198309,181.0,119.0,
537,Tagonoura,2005-06-14T00:00:00Z,"Saitama-ken, Hiki-gun, Tokigawa-machi",202103,166.0,69.0,Jonidan 83 West
463,Shikihide,1995-03-08T00:00:00Z,"Kanagawa-ken, Yokohama-shi, Tsuzuki-ku",202003,169.0,131.0,Jonidan 87 East
7132,Magaki,0001-01-01T00:00:00Z,Tokyo-to,198809,,,
701,Michinoku,1998-03-31T00:00:00Z,"Kagoshima-ken, Kanoya-shi",201311,173.0,67.0,
8704,-,0001-01-01T00:00:00Z,-,195911,,,
5691,Isegahama,1976-03-07T00:00:00Z,"Tochigi-ken, Utsunomiya-shi",199401,193.5,133.5,
7823,Takasago,1941-08-01T00:00:00Z,"Ehime-ken, Iyo-shi",195801,,,
3469,Kasugayama,1979-02-13T00:00:00Z,"Fukuoka-ken, Fukuoka-shi, Jonan-ku",199901,172.5,100.5,
6063,Futagoyama,1976-09-29T00:00:00Z,"Saitama-ken, Iruma-gun, Oi-machi",199203,181.0,95.0,
7674,-,0001-01-01T00:00:00Z,-,195703,,,
3603,Futagoyama,1978-07-28T00:00:00Z,"Hyogo-ken, Kobe-shi",199403,177.0,90.0,
3020,Dewanoumi,0001-01-01T00:00:00Z,Hokkaido,195803,,,
7458,Kasugano,0001-01-01T00:00:00Z,Tochigi-ken,195401,,,
5910,Ajigawa,1979-08-14T00:00:00Z,"Hyogo-ken, Takasago-shi",199503,173.5,109.0,
8152,Kasugano,1944-05-25T00:00:00Z,"Hokkaido, Hiroo-gun, Taiki-cho",196201,,,
2965,Nishonoseki,1938-10-29T00:00:00Z,"Nagasaki-ken, Omura-shi",195601,168.0,79.0,
4370,Shikoroyama,1992-10-03T00:00:00Z,"Kagoshima-ken, Minamisatsuma-shi",200803,169.5,91.0,
3670,Oshima,1974-01-05T00:00:00Z,"Kagoshima-ken, Oshima-gun, Tatsugo-cho",198907,184.0,96.0,
8327,Kasugano,1942-07-19T00:00:00Z,"Gunma-ken, Takasaki-shi",195807,,,
5404,Kiriyama,1981-06-19T00:00:00Z,"Akita-ken, Yuzawa-shi",199703,185.0,130.0,
4335,Azumazeki,1995-08-31T00:00:00Z,"Shizuoka-ken, Yaizu-shi",201105,167.0,123.0,
7242,Kokonoe,1967-03-08T00:00:00Z,"Ibaraki-ken, Naka-gun, Tokai-mura",198209,185.0,107.0,
418,Minato,2000-03-16T00:00:00Z,"Tokyo-to, Fussa-shi",201503,180.0,123.0,Jonidan 18 West
1479,Dewanoumi,1959-02-23T00:00:00Z,"Tokyo-to, Edogawa-ku",197403,183.0,110.0,
1884,Kataonami,1948-09-26T00:00:00Z,"Osaka-fu, Osaka-shi, Sumiyoshi-ku",196305,183.6,110.0,
4596,Musashigawa,1987-04-23T00:00:00Z,"Oita-ken, Nakatsu-shi",200303,192.0,130.0,
7764,-,0001-01-01T00:00:00Z,-,195703,,,
1145,Hanaregoma,1959-09-13T00:00:00Z,"Yamaguchi-ken, Ube-shi",197803,182.0,128.0,
973,Kasugano,1955-04-26T00:00:00Z,"Aichi-ken, Nagoya-shi, Showa-ku",197311,170.0,113.0,
7221,Taiho,1960-01-21T00:00:00Z,"Hokkaido, Ashibetsu-shi",197503,,,
8471,-,0001-01-01T00:00:00Z,-,196305,,,
6102,Magaki,1975-09-10T00:00:00Z,"Hiroshima-ken, Mitsugi-gun",199303,174.0,100.0,
2909,Nishonoseki,1940-09-24T00:00:00Z,"Saga-ken, Kanzaki-gun, Mitagawa-cho",195803,182.0,101.0,
1751,Takasago,1954-08-21T00:00:00Z,"Hiroshima-ken, Sera-gun, Kozan-cho",196905,174.0,125.0,
6325,Sadogatake,1971-11-03T00:00:00Z,"Shiga-ken, Otsu-shi",198703,177.0,85.4,
1722,Takasago,1957-08-30T00:00:00Z,"Iwate-ken, Ichinoseki-shi",197601,183.5,126.0,
802,Miyagino,1962-04-02T00:00:00Z,"Shizuoka-ken, Iwata-shi",197803,184.0,97.5,
586,Oshiogawa,2004-07-05T00:00:00Z,"Saitama-ken, Kawagoe-shi",202211,178.0,110.0,Sandanme 15 East
7568,-,0001-01-01T00:00:00Z,-,195601,,,
401,Onoe,1998-08-11T00:00:00Z,"Yamagata-ken, Yonezawa-shi",201403,181.0,129.0,Jonidan 62 West
722,Tatsunami,1962-12-23T00:00:00Z,"Tokyo-to, Shinjuku-ku",197811,173.0,71.0,
2300,Asahiyama,1944-04-23T00:00:00Z,"Hiroshima-ken, Fukuyama-shi",196507,179.0,104.0,
1641,Nishonoseki,1958-03-18T00:00:00Z,"Fukui-ken, Sakai-gun, Maruoka-cho",197303,183.0,97.0,
5349,Ajigawa,1982-01-25T00:00:00Z,"Hyogo-ken, Kobe-shi, Tarumi-ku",199703,173.0,145.0,
4319,Naruto,1991-06-11T00:00:00Z,"Yamaguchi-ken, Sanyoonoda-shi",200703,186.0,112.5,
2558,Isegahama,1946-09-11T00:00:00Z,"Ishikawa-ken, Komatsu-shi",196109,177.5,90.0,
266,Shikoroyama,1992-04-02T00:00:00Z,"Aichi-ken, Okazaki-shi",200803,181.0,141.0,Sandanme 56 West
6238,Kasugayama,1965-10-18T00:00:00Z,"Aichi-ken, Chita-shi",198103,173.8,122.5,
7544,Takasago,0001-01-01T00:00:00Z,Toyama-ken,195605,,,
1289,Kokonoe,1957-08-01T00:00:00Z,"Fukuoka-ken, Munakata-gun, Fukuma-machi",197601,180.5,100.0,
4966,Miyagino,1975-10-04T00:00:00Z,"Shizuoka-ken, Hamamatsu-shi",199307,184.0,134.0,
5858,Takadagawa,1969-05-10T00:00:00Z,"Taiwan, Taipei",198609,171.0,127.0,
2437,Wakamatsu,1947-03-23T00:00:00Z,"Mie-ken, Shima-gun, Ago-cho",196311,176.5,90.5,
2721,Kasugano,1946-07-16T00:00:00Z,"Kumamoto-ken, Kumamoto-shi",196307,,,
8346,Isegahama,1941-07-01T00:00:00Z,"Akita-ken, Odate-shi",195905,,,
897,Tokitsukaze,1961-05-15T00:00:00Z,"Kyoto-fu, Kyoto-shi, Minami-ku",197703,186.0,103.0,
7791,-,0001-01-01T00:00:00Z,-,195703,,,
6680,Minato,1967-08-01T00:00:00Z,"Tokyo-to, Arakawa-ku",198403,174.0,141.0,
1708,Takashima,1950-03-19T00:00:00Z,"Hokkaido, Setana-gun, Setana-cho",196503,177.0,144.0,
317,Kise,2001-04-12T00:00:00Z,"Chiba-ken, Nagareyama-shi",201903,181.0,137.0,Sandanme 40 West
2808,Isegahama,1947-02-11T00:00:00Z,"Hyogo-ken, Kobe-shi, Hyogo-ku",196307,,,
611,Kise,2004-06-30T00:00:00Z,"Miyazaki-ken, Nobeoka-shi",202301,172.0,133.0,Makushita 9 West
6419,Tatsunami,0001-01-01T00:00:00Z,-,198711,,,
6225,Kabutoyama,1975-08-25T00:00:00Z,"Tokyo-to, Sumida-ku",199103,181.0,125.0,
5891,Futagoyama,1969-06-26T00:00:00Z,"Aomori-ken, Hachinohe-shi",198503,179.4,127.0,
3771,Oguruma,1982-09-17T00:00:00Z,"Fukui-ken, Katsuyama-shi",199803,182.0,117.8,
2626,Kasugano,1944-05-18T00:00:00Z,"Ibaraki-ken, Kashima-gun, Kamisu-machi",196305,173.5,88.0,
2523,Nishonoseki,1947-05-10T00:00:00Z,"Saga-ken, Saga-gun, Higashiyoka-cho",196609,182.0,80.0,
1184,Onaruto,1961-01-24T00:00:00Z,"Tokyo-to, Suginami-ku",197603,175.0,81.0,
7894,Taiho,1956-09-17T00:00:00Z,"Hokkaido, Shiraoi-gun, Shiraoi-cho",197205,180.0,70.0,
8534,-,0001-01-01T00:00:00Z,-,195907,,,
597,Arashio,1992-04-18T00:00:00Z,"Tochigi-ken, Oyama-shi",200803,177.5,99.5,Sandanme 69 West
6961,Tamanoi,1983-08-18T00:00:00Z,"Shiga-ken, Ika-gun, Takatsuki-cho",199903,179.0,115.0,
999,Hanakago,1952-05-23T00:00:00Z,"Akita-ken, Yamamoto-gun, Yamamoto-machi",196605,186.0,120.0,
8478,-,0001-01-01T00:00:00Z,-,196207,,,
1316,Isenoumi,1930-03-15T00:00:00Z,"Shizuoka-ken, Hamakita-shi",194901,177.0,94.0,
4919,Oguruma,1981-09-06T00:00:00Z,"Aomori-ken, Sannohe-gun, Kuraishi-mura",199705,177.0,112.5,
8300,Isegahama,1943-02-03T00:00:00Z,"Akita-ken, Ogachi-gun, Inaniwakawatsura-machi",195805,,,
120,Takasago,1999-03-01T00:00:00Z,"Aomori-ken, Kitatsugaru-gun, Tsuruta-machi",202103,174.0,122.0,Makushita 44 West
1909,Dewanoumi,1950-05-10T00:00:00Z,"Saitama-ken, Warabi-shi",196901,182.0,110.0,
6844,Miyagino,1965-05-06T00:00:00Z,"Hokkaido, Kushiro-shi",198103,178.0,101.0,
2726,Tokitsukaze,1948-05-18T00:00:00Z,"Yamaguchi-ken, Hagi-shi",196207,174.0,105.0,
7908,-,0001-01-01T00:00:00Z,-,197011,,,
6540,Fujishima,1969-10-13T00:00:00Z,"Yamaguchi-ken, Asa-gun, Sanyo-cho",198503,179.0,107.0,
3610,Kasugano,1981-06-27T00:00:00Z,"Wakayama-ken, Wakayama-shi",199703,185.0,104.0,
8569,-,0001-01-01T00:00:00Z,-,196209,,,
5156,Mihogaseki,1977-05-30T00:00:00Z,"Okinawa-ken, Naha-shi",199803,174.0,95.0,
6818,Tokitsukaze,1965-05-01T00:00:00Z,"Hyogo-ken, Nishinomiya-shi",198303,171.0,104.0,
825,Hanaregoma,1958-06-15T00:00:00Z,"Fukuoka-ken, Miike-gun, Takata-machi",197505,174.4,117.0,
8313,Isenoumi,1945-08-01T00:00:00Z,"Yamagata-ken, Tsuruoka-shi",196103,,,
8750,-,0001-01-01T00:00:00Z,-,196107,,,
8815,-,0001-01-01T00:00:00Z,-,195903,,,
4014,Oshiogawa,1981-06-13T00:00:00Z,"Saga-ken, Fujitsu-gun, Tara-cho",199703,180.0,113.5,
1206,Izutsu,1956-11-28T00:00:00Z,"Brazil, Minas Gerais",197703,179.4,155.0,
51,Kokonoe,1990-07-10T00:00:00Z,"Mie-ken, Iga-shi",200605,184.0,143.8,Makushita 5 West
7441,-,0001-01-01T00:00:00Z,-,195501,,,
6461,Kasugayama,1967-03-25T00:00:00Z,"Gifu-ken, Kakamigahara-shi",198507,173.0,100.0,
4324,Fujishima,1978-08-12T00:00:00Z,"Oita-ken, Usa-shi",200109,177.0,139.0,
4339,Naruto,1991-10-13T00:00:00Z,"Akita-ken, Kitaakita-shi",200803,178.0,140.2,
3734,Naruto,1976-06-18T00:00:00Z,"Kagoshima-ken, Izumi-shi",199203,188.0,168.4,
4799,Tamanoi,1986-05-06T00:00:00Z,"Kumamoto-ken, Kumamoto-shi",200203,173.0,140.0,
7092,Isegahama,0001-01-01T00:00:00Z,-,198603,,,
6851,Asahiyama,1966-07-18T00:00:00Z,"Osaka-fu, Toyonaka-shi",198209,178.0,104.0,
424,Kokonoe,2003-04-03T00:00:00Z,"Toyama-ken, Nanto-shi",202007,173.0,113.0,Sandanme 59 West
1528,Isegahama,1963-11-08T00:00:00Z,"Tokyo-to, Higashikurume-shi",197903,176.0,102.0,
4734,Takadagawa,1987-01-29T00:00:00Z,"Hyogo-ken, Kobe-shi, Kita-ku",200305,174.0,126.0,
4246,Kasugano,1980-05-05T00:00:00Z,"Nagano-ken, Nagano-shi",200207,187.0,143.1,
4503,Izutsu,1993-01-01T00:00:00Z,"Saitama-ken, Gyoda-shi",200803,176.0,119.0,
2501,Isenoumi,1949-01-24T00:00:00Z,"Osaka-fu, Osaka-shi, Minami-ku",196407,173.0,85.0,
8732,-,0001-01-01T00:00:00Z,-,196105,,,
2068,Dewanoumi,1953-02-08T00:00:00Z,"Kumamoto-ken, Kamimashiki-gun, Mifune-machi",196901,175.0,130.0,
5126,Azumazeki,1983-01-11T00:00:00Z,"Fukuoka-ken, Yukuhashi-shi",199803,175.0,132.5,
5077,Takadagawa,1966-04-22T00:00:00Z,"Kanagawa-ken, Yokohama-shi, Kanazawa-ku",198211,181.0,131.0,
4225,Kasugano,1984-01-31T00:00:00Z,"Russia, North-Ossetia-Alania, Vladikavkaz",200701,187.0,154.4,
3878,Kitanoumi,1978-07-05T00:00:00Z,"Hokkaido, Sapporo-shi",199403,184.0,166.0,
600,Nishiiwa,2005-03-09T00:00:00Z,"Osaka-fu, Settsu-shi",202003,168.0,86.0,Jonidan 95 East
4834,Kataonami,1964-11-07T00:00:00Z,"Yamaguchi-ken, Kuga-gun, Nishiki-cho",198005,175.0,161.5,
3708,Irumagawa,1980-09-28T00:00:00Z,"Saitama-ken, Honjo-shi",199603,179.0,124.0,
977,Isegahama,1960-04-06T00:00:00Z,"Hokkaido, Kamiiso-gun, Kamiiso-cho",197603,177.0,120.0,
3514,Azumazeki,1985-01-17T00:00:00Z,"Wakayama-ken, Ito-gun, Koyaguchi-cho - Wakayama-ken, Hashimoto-shi",200003,186.5,138.5,
858,Sadogatake,1961-05-30T00:00:00Z,"Hokkaido, Kamikawa-gun, Toma-cho",197703,181.0,128.8,
1926,Sadogatake,1953-11-09T00:00:00Z,"Tottori-ken, Tohaku-gun, Togo-cho",197409,184.5,80.0,
6407,Futagoyama,1973-07-07T00:00:00Z,"Kanagawa-ken, Yokohama-shi, Hodogaya-ku",198903,178.0,105.0,
849,Kasugano,1960-06-12T00:00:00Z,"Yamanashi-ken, Otsuki-shi",197703,171.0,96.0,
5411,Takadagawa,1977-12-03T00:00:00Z,"Nagasaki-ken, Nagasaki-shi",199303,173.5,99.5,
172,Sadogatake,1992-02-23T00:00:00Z,"Aichi-ken, Ichinomiya-shi",200703,174.0,105.0,Sandanme 39 West
3455,Sakaigawa,1983-11-27T00:00:00Z,"Kagoshima-ken, Oshima-gun, Kikai-cho",200201,175.1,89.0,
8271,Tokitsukaze,1942-02-17T00:00:00Z,"Fukuoka-ken, Miyako-gun, Toyotsu-machi",195905,,,
3763,Azumazeki,1983-09-27T00:00:00Z,"Kanagawa-ken, Odawara-shi",199903,175.0,112.5,
251,Tamanoi,1999-04-16T00:00:00Z,"Tokyo-to, Minato-ku - Tokyo-to, Chuo-ku",202205,172.0,95.0,Makushita 30 East
5914,Wakamatsu,1967-04-14T00:00:00Z,"Kumamoto-ken, Yatsushiro-shi",199203,174.0,113.5,
7103,Kasugano,0001-01-01T00:00:00Z,-,198607,,,
2600,Isegahama,1949-04-27T00:00:00Z,"Kumamoto-ken, Kumamoto-shi",196603,177.5,83.0,
6142,Nishonoseki,1977-07-16T00:00:00Z,"Tokyo-to, Sumida-ku",199303,180.0,168.0,
1495,Futagoyama,1958-06-07T00:00:00Z,"Hyogo-ken, Akashi-shi",197703,174.0,113.0,
2274,Sadogatake,1939-02-25T00:00:00Z,"Kagawa-ken, Kanonji-shi",196001,,,
6644,Nishonoseki,1968-10-26T00:00:00Z,"Osaka-fu, Minamikawachi-gun, Sayama-cho",198403,179.5,71.0,
2744,Dewanoumi,1947-05-12T00:00:00Z,"Ibaraki-ken, Mito-shi",196301,186.5,83.0,
2785,Kise,1950-12-02T00:00:00Z,"Akita-ken, Akita-shi",196601,173.0,75.0,
7772,-,0001-01-01T00:00:00Z,-,195705,,,
8134,Isegahama,1944-08-10T00:00:00Z,"Akita-ken, Ogachi-gun, Ogachi-machi",196101,,,
6565,Minato,1966-04-28T00:00:00Z,"Shizuoka-ken, Hamamatsu-shi",198203,171.5,110.0,
984,Oyama,1952-10-16T00:00:00Z,"Aichi-ken, Nagoya-shi, Minato-ku",196803,184.0,123.0,
269,Naruto,2001-05-01T00:00:00Z,"Tokyo-to, Sumida-ku",201703,171.0,118.0,Jonidan 15 East
1232,Tatsunami,1964-05-19T00:00:00Z,"Mie-ken, Owase-shi",198003,176.9,107.0,
2779,Kasugano,1938-03-13T00:00:00Z,"Aomori-ken, Minamitsugaru-gun, Inakadate-mura",195509,177.0,110.0,
3737,Sadogatake,1966-02-02T00:00:00Z,"Hokkaido, Niikappu-gun, Niikappu-cho",198103,182.0,123.0,
4599,Miyagino,1988-10-13T00:00:00Z,"Aichi-ken, Nagoya-shi, Minami-ku",200709,174.0,90.0,
7515,-,0001-01-01T00:00:00Z,-,195409,,,
4629,Ajigawa,1984-11-04T00:00:00Z,Hokkaido,200103,169.0,89.0,
1067,-,0001-01-01T00:00:00Z,-,198003,,,
4949,Onomatsu,1981-07-11T00:00:00Z,"Fukuoka-ken, Fukuoka-shi, Higashi-ku",199703,177.0,94.0,
1581,Futagoyama,1952-08-24T00:00:00Z,"Kagoshima-ken, Kagoshima-shi",197011,175.0,130.0,
4514,Minato,1986-07-15T00:00:00Z,"Miyazaki-ken, Miyazaki-shi",200203,177.0,123.1,
8082,-,0001-01-01T00:00:00Z,-,196405,,,
8389,Miyagino,1946-03-29T00:00:00Z,"Hokkaido, Sapporo-shi",196105,,,
2682,Tokitsukaze,1937-12-01T00:00:00Z,"Ishikawa-ken, Fugeshi-gun, Monzen-machi",195505,179.0,124.0,
7486,Kasugano,1938-05-17T00:00:00Z,"Hyogo-ken, Mihara-gun, Mihara-cho",195601,,,
5523,Oguruma,1972-06-04T00:00:00Z,"Fukuoka-ken, Fukuoka-shi, Minami-ku",198803,180.0,115.0,
8413,Nishikijima,1945-10-01T00:00:00Z,"Yamaguchi-ken, Hofu-shi",196109,,,
6350,Tokitsukaze,1959-04-02T00:00:00Z,"Aomori-ken, Kamikita-gun, Tenmabayashi-mura",198203,185.0,145.0,
4581,Tokitsukaze,1985-06-04T00:00:00Z,"Shiga-ken, Echi-gun, Echigawa-cho - Shiga-ken, Echi-gun, Aisho-cho",200403,177.5,139.0,
208,Kokonoe,1998-02-28T00:00:00Z,"Hyogo-ken, Amagasaki-shi",201607,184.0,129.0,Sandanme 54 East
2251,Isenoumi,1946-09-26T00:00:00Z,"Hokkaido, Kato-gun, Otofuke-cho",196105,178.0,94.0,
2374,Kasugano,1949-02-28T00:00:00Z,"Yamaguchi-ken, Shimonoseki-shi",196703,174.0,117.0,
4865,Onomatsu,1976-02-24T00:00:00Z,"Osaka-fu, Toyonaka-shi",199701,174.5,98.0,
1003,Sadogatake,1954-04-07T00:00:00Z,"Hokkaido, Mashike-gun, Mashike-cho",197107,197.5,134.0,
559,Hakkaku,2004-01-13T00:00:00Z,"Hokkaido, Futami-gun, Yakumo-cho",201903,177.0,133.0,Jonidan 73 West
5332,Azumazeki,1973-07-16T00:00:00Z,"U.S.A., Hawaii, Oahu",199111,192.5,195.5,
5030,Araiso,1980-11-01T00:00:00Z,"Tokyo-to, Fuchu-shi",199603,176.7,117.0,
3128,Shikoroyama,2002-12-16T00:00:00Z,"Aichi-ken, Kasugai-shi",201803,182.0,137.0,
528,Hakkaku,2003-06-03T00:00:00Z,"Hokkaido, Asahikawa-shi",202203,179.0,136.0,Jonokuchi 11 West
1244,Miyagino,1964-02-28T00:00:00Z,"Osaka-fu, Sakai-shi",197903,176.0,92.0,
4702,Kataonami,1983-07-25T00:00:00Z,"Kochi-ken, Aki-shi",200203,177.0,135.5,
8098,-,0001-01-01T00:00:00Z,-,196509,,,
3454,Oitekaze,1984-05-12T00:00:00Z,"Kanagawa-ken, Kawasaki-shi",200303,173.0,125.0,
3266,Chiganoura,1994-05-28T00:00:00Z,"Gunma-ken, Kitagunma-gun, Shinto-mura",201003,174.0,129.5,
5645,Taiho,1966-11-17T00:00:00Z,"Saitama-ken, Koshigaya-shi",198203,187.0,146.0,
2081,Takasago,1943-07-08T00:00:00Z,"Fukui-ken, Fukui-shi",195903,183.0,110.0,
8590,-,0001-01-01T00:00:00Z,-,196305,,,
2409,Tatsunami,1954-05-28T00:00:00Z,"Hokkaido, Asahikawa-shi",197005,178.0,74.0,
5314,Mihogaseki,1979-04-19T00:00:00Z,"Aichi-ken, Nagoya-shi, Nakagawa-ku",199503,174.5,142.5,
1096,Kasugano,1963-07-16T00:00:00Z,"Miyagi-ken, Tome-gun, Minamikata-machi",197903,186.0,112.0,
5979,Hanaregoma,1978-04-22T00:00:00Z,Osaka-fu,199405,179.0,76.0,
8701,Tokitsukaze,1943-06-29T00:00:00Z,"Kanagawa-ken, Kawasaki-shi",195909,,,
2358,Futagoyama,1948-09-13T00:00:00Z,Miyagi-ken,196401,174.0,122.0,
5512,Michinoku,1972-07-04T00:00:00Z,"Tokyo-to, Kita-ku",198803,183.0,113.0,
2727,Isenoumi,1946-12-09T00:00:00Z,"Tokyo-to, Bunkyo-ku",196401,,,
8804,-,0001-01-01T00:00:00Z,-,196007,,,
7100,Tokitsukaze,1984-06-04T00:00:00Z,"Saitama-ken, Hiki-gun, Tamagawa-mura",200003,181.0,156.0,
724,Kumagatani,1963-10-07T00:00:00Z,"Osaka-fu, Sakai-shi",197907,170.5,80.0,
1169,Taiho,1952-11-17T00:00:00Z,"Hokkaido, Sorachi-gun, Naie-cho",197303,180.0,96.0,
1925,Kataonami,1953-06-17T00:00:00Z,"Osaka-fu, Fujiidera-shi",196805,175.0,120.0,
